ac_id; cust_id; start_datetime; nhours
4;14;'2012-08-31 12:30:00';2
4;0;'2012-08-31 13:30:00';2
4;11;'2012-08-31 14:30:00';4
4;9;'2012-08-31 16:30:00';2
4;6;'2012-08-31 18:00:00';2
4;11;'2012-08-31 19:00:00';2
5;0;'2012-08-31 09:30:00';2
5;0;'2012-08-31 11:00:00';2
5;0;'2012-08-31 15:00:00';2
5;11;'2012-08-31 17:00:00';2
6;1;'2012-08-31 09:00:00';4
6;0;'2012-08-31 11:00:00';4
6;0;'2012-08-31 14:30:00';4
6;12;'2012-08-31 18:00:00';4
7;9;'2012-08-31 08:00:00';2
7;5;'2012-08-31 11:30:00';2
7;17;'2012-08-31 13:00:00';2
7;15;'2012-08-31 15:00:00';2
7;17;'2012-08-31 16:30:00';2
7;13;'2012-08-31 17:30:00';2
7;10;'2012-08-31 18:30:00';2
8;17;'2012-08-31 08:30:00';1
8;3;'2012-08-31 10:00:00';1
8;21;'2012-08-31 12:30:00';2
8;3;'2012-08-31 13:30:00';1
8;15;'2012-08-31 14:00:00';1
8;3;'2012-08-31 14:30:00';1
8;16;'2012-08-31 16:00:00';1
8;6;'2012-08-31 16:30:00';1
8;3;'2012-08-31 17:00:00';1
8;2;'2012-08-31 18:00:00';1
8;20;'2012-08-31 18:30:00';1
8;21;'2012-08-31 19:00:00';1
8;21;'2012-08-31 20:00:00';1
0;0;'2012-09-01 08:00:00';3
0;17;'2012-09-01 11:00:00';3
0;7;'2012-09-01 12:30:00';3
0;6;'2012-09-01 15:00:00';3
0;4;'2012-09-01 17:00:00';3
1;0;'2012-09-01 08:00:00';3
1;11;'2012-09-01 09:30:00';3
1;10;'2012-09-01 11:00:00';3
1;12;'2012-09-01 14:30:00';3
1;0;'2012-09-01 16:30:00';3
1;12;'2012-09-01 19:00:00';3
2;1;'2012-09-01 09:00:00';3
2;21;'2012-09-01 13:30:00';3
2;1;'2012-09-01 16:30:00';3
2;15;'2012-09-01 18:00:00';3
3;17;'2012-09-01 08:30:00';2
3;13;'2012-09-01 09:30:00';2
3;15;'2012-09-01 10:30:00';2
3;17;'2012-09-01 12:30:00';2
3;17;'2012-09-01 14:00:00';2
3;16;'2012-09-01 15:00:00';2
3;0;'2012-09-01 16:30:00';2
3;16;'2012-09-01 18:00:00';2
3;17;'2012-09-01 19:00:00';2
4;8;'2012-09-01 08:30:00';2
4;9;'2012-09-01 11:00:00';2
4;11;'2012-09-01 12:30:00';2
4;0;'2012-09-01 13:30:00';6
4;0;'2012-09-01 17:30:00';2
4;16;'2012-09-01 19:30:00';2
5;0;'2012-09-01 09:30:00';2
5;7;'2012-09-01 15:30:00';2
6;0;'2012-09-01 09:30:00';8
6;4;'2012-09-01 15:00:00';2
6;0;'2012-09-01 16:00:00';4
6;2;'2012-09-01 18:00:00';2
7;21;'2012-09-01 08:30:00';2
7;2;'2012-09-01 11:30:00';2
7;1;'2012-09-01 14:00:00';2
7;15;'2012-09-01 15:00:00';2
7;13;'2012-09-01 17:30:00';2
7;9;'2012-09-01 19:00:00';2
8;17;'2012-09-01 10:00:00';1
8;1;'2012-09-01 10:30:00';1
8;14;'2012-09-01 11:00:00';1
8;21;'2012-09-01 11:30:00';1
8;21;'2012-09-01 15:00:00';1
8;3;'2012-09-01 16:00:00';1
8;20;'2012-09-01 18:00:00';1
8;3;'2012-09-01 18:30:00';1
8;7;'2012-09-01 19:30:00';1
0;10;'2012-09-02 08:30:00';3
0;0;'2012-09-02 10:30:00';3
0;12;'2012-09-02 12:00:00';3
0;5;'2012-09-02 15:00:00';3
0;6;'2012-09-02 18:00:00';3
1;15;'2012-09-02 08:30:00';3
1;11;'2012-09-02 12:30:00';3
1;10;'2012-09-02 16:00:00';6
1;0;'2012-09-02 19:00:00';3
2;0;'2012-09-02 09:30:00';3
2;21;'2012-09-02 11:00:00';3
2;0;'2012-09-02 12:30:00';3
2;9;'2012-09-02 15:30:00';3
2;5;'2012-09-02 17:00:00';3
2;0;'2012-09-02 19:00:00';3
3;15;'2012-09-02 13:30:00';2
3;3;'2012-09-02 14:30:00';2
3;15;'2012-09-02 16:30:00';2
3;15;'2012-09-02 18:00:00';2
3;17;'2012-09-02 19:30:00';2
4;0;'2012-09-02 08:00:00';2
4;0;'2012-09-02 09:30:00';6
4;5;'2012-09-02 12:30:00';2
4;0;'2012-09-02 13:30:00';4
4;20;'2012-09-02 15:30:00';2
4;8;'2012-09-02 16:30:00';2
4;14;'2012-09-02 17:30:00';2
4;0;'2012-09-02 18:30:00';2
5;0;'2012-09-02 09:30:00';2
5;0;'2012-09-02 11:30:00';2
6;0;'2012-09-02 08:30:00';4
6;0;'2012-09-02 11:00:00';2
6;10;'2012-09-02 14:00:00';2
6;0;'2012-09-02 15:00:00';4
6;0;'2012-09-02 17:30:00';2
6;0;'2012-09-02 19:00:00';2
7;17;'2012-09-02 08:30:00';2
7;2;'2012-09-02 10:30:00';2
7;22;'2012-09-02 11:30:00';2
7;7;'2012-09-02 13:00:00';2
7;8;'2012-09-02 14:30:00';2
7;2;'2012-09-02 16:30:00';2
7;2;'2012-09-02 18:30:00';2
8;20;'2012-09-02 08:00:00';1
8;3;'2012-09-02 08:30:00';1
8;16;'2012-09-02 09:30:00';2
8;3;'2012-09-02 10:30:00';1
8;3;'2012-09-02 11:30:00';1
8;7;'2012-09-02 12:30:00';1
8;16;'2012-09-02 13:00:00';1
8;16;'2012-09-02 16:00:00';1
8;3;'2012-09-02 17:30:00';1
8;21;'2012-09-02 18:30:00';1
8;3;'2012-09-02 19:00:00';1
8;16;'2012-09-02 20:00:00';1
0;0;'2012-09-03 08:00:00';6
0;11;'2012-09-03 11:00:00';6
0;14;'2012-09-03 14:00:00';3
0;0;'2012-09-03 15:30:00';3
0;16;'2012-09-03 18:00:00';3
1;12;'2012-09-03 08:00:00';3
1;0;'2012-09-03 10:00:00';6
1;0;'2012-09-03 13:30:00';3
1;8;'2012-09-03 15:00:00';6
1;11;'2012-09-03 18:00:00';3
2;21;'2012-09-03 08:30:00';3
2;12;'2012-09-03 10:00:00';3
2;9;'2012-09-03 12:30:00';3
2;17;'2012-09-03 14:00:00';3
2;0;'2012-09-03 19:00:00';3
3;22;'2012-09-03 09:30:00';2
3;21;'2012-09-03 11:30:00';2
3;13;'2012-09-03 12:30:00';2
3;20;'2012-09-03 13:30:00';4
3;17;'2012-09-03 17:30:00';2
3;20;'2012-09-03 19:00:00';2
4;0;'2012-09-03 08:00:00';2
4;8;'2012-09-03 09:30:00';2
4;0;'2012-09-03 11:00:00';4
4;8;'2012-09-03 13:00:00';2
4;0;'2012-09-03 15:00:00';2
4;3;'2012-09-03 16:00:00';2
4;0;'2012-09-03 17:00:00';2
4;14;'2012-09-03 19:00:00';2
5;10;'2012-09-03 11:30:00';2
6;6;'2012-09-03 11:00:00';2
6;0;'2012-09-03 12:00:00';2
6;0;'2012-09-03 13:30:00';4
6;6;'2012-09-03 16:00:00';4
6;12;'2012-09-03 18:30:00';2
6;0;'2012-09-03 19:30:00';2
7;15;'2012-09-03 09:30:00';2
7;4;'2012-09-03 12:00:00';4
7;15;'2012-09-03 15:00:00';2
7;15;'2012-09-03 17:00:00';2
7;1;'2012-09-03 18:00:00';2
7;7;'2012-09-03 19:00:00';2
8;2;'2012-09-03 08:00:00';1
8;7;'2012-09-03 08:30:00';1
8;16;'2012-09-03 10:00:00';1
8;1;'2012-09-03 10:30:00';1
8;0;'2012-09-03 11:30:00';1
8;3;'2012-09-03 13:00:00';1
8;21;'2012-09-03 14:00:00';1
8;3;'2012-09-03 15:00:00';1
8;21;'2012-09-03 15:30:00';1
8;21;'2012-09-03 17:00:00';1
8;16;'2012-09-03 17:30:00';1
8;20;'2012-09-03 18:30:00';1
8;21;'2012-09-03 20:00:00';1
0;11;'2012-09-04 08:30:00';3
0;0;'2012-09-04 10:00:00';3
0;10;'2012-09-04 11:30:00';3
0;0;'2012-09-04 13:30:00';3
0;5;'2012-09-04 15:00:00';3
0;0;'2012-09-04 16:30:00';3
1;0;'2012-09-04 10:00:00';3
1;8;'2012-09-04 12:00:00';3
1;0;'2012-09-04 14:00:00';3
1;0;'2012-09-04 16:00:00';3
1;9;'2012-09-04 17:30:00';3
1;24;'2012-09-04 19:00:00';3
2;21;'2012-09-04 08:00:00';3
2;14;'2012-09-04 09:30:00';3
2;15;'2012-09-04 11:00:00';3
2;0;'2012-09-04 12:30:00';3
2;0;'2012-09-04 15:00:00';3
2;5;'2012-09-04 16:30:00';3
2;2;'2012-09-04 18:00:00';3
3;20;'2012-09-04 10:30:00';2
3;21;'2012-09-04 11:30:00';2
3;17;'2012-09-04 13:30:00';2
3;21;'2012-09-04 15:00:00';2
3;20;'2012-09-04 17:30:00';2
3;22;'2012-09-04 18:30:00';2
4;0;'2012-09-04 08:00:00';2
4;3;'2012-09-04 10:30:00';2
4;0;'2012-09-04 11:30:00';2
4;7;'2012-09-04 12:30:00';2
4;0;'2012-09-04 13:30:00';2
4;3;'2012-09-04 15:00:00';2
4;0;'2012-09-04 16:00:00';2
4;0;'2012-09-04 17:30:00';2
4;11;'2012-09-04 18:30:00';2
4;8;'2012-09-04 19:30:00';2
5;0;'2012-09-04 09:30:00';2
5;0;'2012-09-04 12:30:00';2
6;0;'2012-09-04 08:00:00';4
6;0;'2012-09-04 11:00:00';2
6;12;'2012-09-04 12:00:00';2
6;0;'2012-09-04 13:30:00';2
6;5;'2012-09-04 18:30:00';2
7;22;'2012-09-04 08:00:00';2
7;8;'2012-09-04 09:00:00';2
7;7;'2012-09-04 10:00:00';2
7;24;'2012-09-04 11:00:00';2
7;5;'2012-09-04 13:00:00';2
7;24;'2012-09-04 16:00:00';2
7;0;'2012-09-04 17:30:00';2
7;14;'2012-09-04 19:00:00';2
8;3;'2012-09-04 08:00:00';1
8;3;'2012-09-04 09:00:00';1
8;20;'2012-09-04 09:30:00';1
8;21;'2012-09-04 10:00:00';3
8;0;'2012-09-04 13:00:00';1
8;21;'2012-09-04 13:30:00';1
8;3;'2012-09-04 14:00:00';1
8;8;'2012-09-04 15:00:00';2
8;21;'2012-09-04 16:00:00';1
8;3;'2012-09-04 18:30:00';1
8;21;'2012-09-04 19:30:00';1
8;16;'2012-09-04 20:00:00';1
0;22;'2012-09-05 08:00:00';3
0;12;'2012-09-05 09:30:00';3
0;0;'2012-09-05 11:00:00';3
0;2;'2012-09-05 14:00:00';3
0;6;'2012-09-05 15:30:00';3
0;17;'2012-09-05 18:00:00';3
1;1;'2012-09-05 08:00:00';3
1;10;'2012-09-05 09:30:00';3
1;24;'2012-09-05 12:00:00';3
1;8;'2012-09-05 15:30:00';3
1;12;'2012-09-05 18:00:00';3
2;7;'2012-09-05 08:30:00';3
2;13;'2012-09-05 11:30:00';3
2;1;'2012-09-05 13:00:00';3
2;24;'2012-09-05 16:30:00';3
2;1;'2012-09-05 18:00:00';3
3;16;'2012-09-05 08:30:00';2
3;15;'2012-09-05 09:30:00';2
3;2;'2012-09-05 12:00:00';2
3;10;'2012-09-05 15:30:00';2
3;10;'2012-09-05 19:30:00';2
4;24;'2012-09-05 08:00:00';2
4;0;'2012-09-05 09:00:00';4
4;0;'2012-09-05 11:30:00';2
4;16;'2012-09-05 12:30:00';2
4;0;'2012-09-05 13:30:00';6
4;11;'2012-09-05 17:00:00';2
4;0;'2012-09-05 18:00:00';2
4;9;'2012-09-05 19:00:00';2
5;0;'2012-09-05 09:00:00';2
5;0;'2012-09-05 11:00:00';2
5;0;'2012-09-05 12:30:00';2
6;0;'2012-09-05 08:30:00';4
6;0;'2012-09-05 11:00:00';2
6;11;'2012-09-05 13:00:00';2
6;0;'2012-09-05 14:00:00';2
6;0;'2012-09-05 15:30:00';6
7;8;'2012-09-05 08:00:00';2
7;4;'2012-09-05 10:00:00';2
7;15;'2012-09-05 11:00:00';2
7;7;'2012-09-05 13:00:00';2
7;4;'2012-09-05 15:00:00';2
7;9;'2012-09-05 16:30:00';2
7;5;'2012-09-05 18:30:00';2
8;20;'2012-09-05 09:00:00';1
8;14;'2012-09-05 10:30:00';1
8;3;'2012-09-05 11:00:00';2
8;20;'2012-09-05 13:00:00';1
8;2;'2012-09-05 13:30:00';1
8;21;'2012-09-05 14:00:00';1
8;0;'2012-09-05 14:30:00';1
8;9;'2012-09-05 15:00:00';1
8;2;'2012-09-05 15:30:00';1
8;16;'2012-09-05 16:00:00';1
8;6;'2012-09-05 17:00:00';1
8;8;'2012-09-05 17:30:00';1
8;2;'2012-09-05 19:00:00';1
8;1;'2012-09-05 20:00:00';1
0;17;'2012-09-06 08:30:00';3
0;11;'2012-09-06 10:30:00';3
0;22;'2012-09-06 12:00:00';3
0;11;'2012-09-06 16:30:00';3
0;4;'2012-09-06 19:00:00';3
1;0;'2012-09-06 08:30:00';3
1;8;'2012-09-06 10:00:00';3
1;0;'2012-09-06 11:30:00';3
1;9;'2012-09-06 13:00:00';3
1;12;'2012-09-06 16:30:00';6
2;9;'2012-09-06 08:00:00';3
2;15;'2012-09-06 09:30:00';3
2;21;'2012-09-06 12:00:00';3
2;12;'2012-09-06 13:30:00';3
2;17;'2012-09-06 15:00:00';3
2;1;'2012-09-06 17:30:00';3
2;21;'2012-09-06 19:00:00';3
3;13;'2012-09-06 08:30:00';2
3;15;'2012-09-06 11:00:00';2
3;17;'2012-09-06 13:00:00';2
3;13;'2012-09-06 14:30:00';2
3;20;'2012-09-06 15:30:00';2
3;15;'2012-09-06 17:30:00';2
4;0;'2012-09-06 08:00:00';2
4;2;'2012-09-06 09:30:00';2
4;24;'2012-09-06 10:30:00';2
4;13;'2012-09-06 12:00:00';2
4;0;'2012-09-06 13:00:00';2
4;6;'2012-09-06 14:00:00';2
4;0;'2012-09-06 15:00:00';4
4;7;'2012-09-06 17:30:00';2
4;16;'2012-09-06 18:30:00';2
4;8;'2012-09-06 19:30:00';2
5;0;'2012-09-06 11:00:00';2
6;0;'2012-09-06 09:00:00';4
6;0;'2012-09-06 11:30:00';2
6;14;'2012-09-06 12:30:00';2
6;0;'2012-09-06 13:30:00';2
6;0;'2012-09-06 15:30:00';2
6;0;'2012-09-06 17:00:00';2
6;0;'2012-09-06 18:30:00';2
6;13;'2012-09-06 19:30:00';2
7;0;'2012-09-06 09:00:00';2
7;15;'2012-09-06 12:30:00';2
7;24;'2012-09-06 16:30:00';2
7;10;'2012-09-06 17:30:00';2
7;0;'2012-09-06 18:30:00';2
8;21;'2012-09-06 09:00:00';1
8;24;'2012-09-06 09:30:00';1
8;16;'2012-09-06 10:00:00';1
8;7;'2012-09-06 11:00:00';1
8;9;'2012-09-06 11:30:00';1
8;3;'2012-09-06 12:00:00';1
8;0;'2012-09-06 13:30:00';1
8;20;'2012-09-06 14:00:00';1
8;24;'2012-09-06 15:00:00';1
8;3;'2012-09-06 16:30:00';1
8;22;'2012-09-06 17:00:00';1
8;16;'2012-09-06 18:00:00';1
8;2;'2012-09-06 19:00:00';1
8;3;'2012-09-06 19:30:00';2
0;0;'2012-09-07 08:00:00';3
0;14;'2012-09-07 09:30:00';6
0;0;'2012-09-07 12:30:00';3
0;11;'2012-09-07 14:00:00';3
0;17;'2012-09-07 16:00:00';3
0;14;'2012-09-07 18:00:00';3
1;9;'2012-09-07 08:00:00';3
1;12;'2012-09-07 11:00:00';3
1;11;'2012-09-07 12:30:00';3
1;24;'2012-09-07 14:30:00';3
1;12;'2012-09-07 16:30:00';3
1;9;'2012-09-07 18:00:00';3
2;1;'2012-09-07 08:00:00';3
2;5;'2012-09-07 09:30:00';3
2;1;'2012-09-07 11:00:00';3
2;0;'2012-09-07 12:30:00';3
2;1;'2012-09-07 14:00:00';6
2;0;'2012-09-07 17:00:00';3
2;1;'2012-09-07 19:00:00';3
3;16;'2012-09-07 08:30:00';2
3;15;'2012-09-07 11:00:00';2
3;20;'2012-09-07 14:30:00';2
3;7;'2012-09-07 17:00:00';2
3;10;'2012-09-07 19:00:00';2
4;3;'2012-09-07 08:30:00';4
4;6;'2012-09-07 11:00:00';2
4;20;'2012-09-07 12:00:00';2
4;5;'2012-09-07 13:00:00';2
4;16;'2012-09-07 14:30:00';2
4;0;'2012-09-07 16:00:00';2
4;10;'2012-09-07 18:00:00';2
4;13;'2012-09-07 19:00:00';2
5;24;'2012-09-07 11:30:00';2
5;3;'2012-09-07 14:30:00';2
6;0;'2012-09-07 09:30:00';8
6;0;'2012-09-07 14:00:00';2
6;6;'2012-09-07 16:30:00';2
7;8;'2012-09-07 09:00:00';2
7;9;'2012-09-07 11:30:00';2
7;4;'2012-09-07 13:30:00';2
7;15;'2012-09-07 15:00:00';2
7;5;'2012-09-07 17:00:00';2
7;5;'2012-09-07 19:00:00';2
8;24;'2012-09-07 08:30:00';1
8;3;'2012-09-07 10:30:00';1
8;21;'2012-09-07 11:00:00';1
8;3;'2012-09-07 11:30:00';1
8;17;'2012-09-07 12:00:00';1
8;3;'2012-09-07 13:00:00';1
8;20;'2012-09-07 13:30:00';1
8;16;'2012-09-07 14:00:00';1
8;21;'2012-09-07 14:30:00';2
8;4;'2012-09-07 15:30:00';1
8;21;'2012-09-07 16:30:00';1
8;2;'2012-09-07 18:00:00';1
8;7;'2012-09-07 18:30:00';1
8;16;'2012-09-07 20:00:00';1
0;5;'2012-09-08 08:00:00';3
0;0;'2012-09-08 09:30:00';3
0;7;'2012-09-08 11:00:00';3
0;0;'2012-09-08 12:30:00';3
0;11;'2012-09-08 15:00:00';3
0;17;'2012-09-08 16:30:00';3
0;16;'2012-09-08 18:30:00';3
1;10;'2012-09-08 08:00:00';3
1;24;'2012-09-08 09:30:00';3
1;9;'2012-09-08 11:30:00';3
1;0;'2012-09-08 13:00:00';3
1;9;'2012-09-08 15:00:00';6
2;8;'2012-09-08 08:30:00';3
2;21;'2012-09-08 10:00:00';3
2;26;'2012-09-08 13:00:00';3
2;1;'2012-09-08 15:00:00';3
2;21;'2012-09-08 16:30:00';3
2;1;'2012-09-08 18:30:00';3
3;6;'2012-09-08 08:00:00';2
3;2;'2012-09-08 09:00:00';2
3;15;'2012-09-08 10:00:00';2
3;11;'2012-09-08 12:00:00';2
3;20;'2012-09-08 13:00:00';2
3;20;'2012-09-08 16:00:00';2
3;1;'2012-09-08 17:30:00';2
3;9;'2012-09-08 18:30:00';2
3;15;'2012-09-08 19:30:00';2
4;20;'2012-09-08 08:00:00';2
4;0;'2012-09-08 09:30:00';8
4;3;'2012-09-08 13:30:00';2
4;0;'2012-09-08 14:30:00';4
4;13;'2012-09-08 16:30:00';2
4;13;'2012-09-08 18:00:00';2
4;0;'2012-09-08 19:00:00';2
5;24;'2012-09-08 15:30:00';2
6;0;'2012-09-08 09:00:00';2
6;6;'2012-09-08 13:30:00';2
6;0;'2012-09-08 16:00:00';2
6;4;'2012-09-08 17:00:00';2
6;0;'2012-09-08 18:00:00';4
7;6;'2012-09-08 09:30:00';2
7;4;'2012-09-08 11:30:00';2
7;13;'2012-09-08 12:30:00';2
7;0;'2012-09-08 13:30:00';2
7;15;'2012-09-08 14:30:00';2
7;8;'2012-09-08 15:30:00';2
7;1;'2012-09-08 16:30:00';2
7;15;'2012-09-08 18:00:00';2
8;21;'2012-09-08 08:00:00';1
8;3;'2012-09-08 08:30:00';1
8;22;'2012-09-08 09:00:00';1
8;0;'2012-09-08 09:30:00';1
8;16;'2012-09-08 10:00:00';1
8;3;'2012-09-08 10:30:00';2
8;0;'2012-09-08 11:30:00';1
8;6;'2012-09-08 13:00:00';1
8;22;'2012-09-08 15:30:00';1
8;16;'2012-09-08 16:30:00';1
8;7;'2012-09-08 17:00:00';1
8;3;'2012-09-08 17:30:00';1
8;8;'2012-09-08 19:30:00';1
0;5;'2012-09-09 08:00:00';3
0;16;'2012-09-09 09:30:00';3
0;26;'2012-09-09 12:00:00';3
0;7;'2012-09-09 15:00:00';3
0;0;'2012-09-09 17:00:00';3
0;24;'2012-09-09 18:30:00';3
1;8;'2012-09-09 08:00:00';3
1;0;'2012-09-09 10:00:00';3
1;16;'2012-09-09 13:00:00';3
1;10;'2012-09-09 14:30:00';3
1;15;'2012-09-09 16:00:00';3
1;0;'2012-09-09 17:30:00';6
2;21;'2012-09-09 08:30:00';3
2;1;'2012-09-09 11:00:00';3
2;1;'2012-09-09 13:00:00';6
2;5;'2012-09-09 16:30:00';3
2;14;'2012-09-09 18:30:00';3
3;22;'2012-09-09 09:00:00';2
3;10;'2012-09-09 10:00:00';2
3;20;'2012-09-09 13:00:00';2
3;0;'2012-09-09 15:30:00';2
3;21;'2012-09-09 16:30:00';2
3;0;'2012-09-09 18:00:00';2
3;6;'2012-09-09 19:00:00';2
4;13;'2012-09-09 08:00:00';2
4;7;'2012-09-09 09:00:00';2
4;20;'2012-09-09 10:00:00';2
4;0;'2012-09-09 11:00:00';4
4;3;'2012-09-09 13:30:00';2
4;11;'2012-09-09 14:30:00';2
4;20;'2012-09-09 15:30:00';2
4;0;'2012-09-09 17:00:00';2
4;11;'2012-09-09 18:00:00';2
4;13;'2012-09-09 19:00:00';2
5;0;'2012-09-09 14:00:00';2
6;0;'2012-09-09 08:30:00';2
6;0;'2012-09-09 11:00:00';6
6;12;'2012-09-09 14:00:00';2
6;14;'2012-09-09 15:30:00';2
6;0;'2012-09-09 16:30:00';4
6;26;'2012-09-09 18:30:00';2
6;21;'2012-09-09 19:30:00';2
7;22;'2012-09-09 08:00:00';2
7;22;'2012-09-09 10:30:00';2
7;21;'2012-09-09 14:00:00';2
7;4;'2012-09-09 17:00:00';2
7;7;'2012-09-09 18:00:00';2
7;4;'2012-09-09 19:30:00';2
8;16;'2012-09-09 08:00:00';1
8;0;'2012-09-09 08:30:00';1
8;16;'2012-09-09 09:00:00';1
8;3;'2012-09-09 09:30:00';1
8;2;'2012-09-09 10:00:00';1
8;21;'2012-09-09 10:30:00';1
8;5;'2012-09-09 11:00:00';1
8;15;'2012-09-09 11:30:00';1
8;3;'2012-09-09 12:00:00';2
8;0;'2012-09-09 13:00:00';1
8;0;'2012-09-09 14:30:00';1
8;16;'2012-09-09 16:30:00';1
8;9;'2012-09-09 17:00:00';1
8;17;'2012-09-09 17:30:00';1
8;6;'2012-09-09 18:00:00';1
8;3;'2012-09-09 18:30:00';1
8;16;'2012-09-09 19:00:00';1
8;3;'2012-09-09 19:30:00';1
8;16;'2012-09-09 20:00:00';1
0;22;'2012-09-10 10:30:00';3
0;14;'2012-09-10 12:00:00';3
0;0;'2012-09-10 13:30:00';3
0;14;'2012-09-10 15:30:00';3
0;10;'2012-09-10 18:30:00';3
1;24;'2012-09-10 08:00:00';3
1;0;'2012-09-10 09:30:00';3
1;0;'2012-09-10 13:00:00';3
1;15;'2012-09-10 14:30:00';3
1;0;'2012-09-10 16:00:00';3
1;12;'2012-09-10 17:30:00';3
1;0;'2012-09-10 19:00:00';3
2;1;'2012-09-10 09:00:00';6
2;21;'2012-09-10 12:00:00';3
2;21;'2012-09-10 14:00:00';3
2;0;'2012-09-10 15:30:00';3
2;6;'2012-09-10 19:00:00';3
3;6;'2012-09-10 08:30:00';2
3;15;'2012-09-10 09:30:00';2
3;15;'2012-09-10 11:00:00';2
3;15;'2012-09-10 13:00:00';2
3;16;'2012-09-10 15:00:00';2
3;2;'2012-09-10 16:30:00';2
3;16;'2012-09-10 17:30:00';2
3;17;'2012-09-10 18:30:00';2
3;15;'2012-09-10 19:30:00';2
4;4;'2012-09-10 08:00:00';2
4;13;'2012-09-10 09:00:00';4
4;20;'2012-09-10 11:30:00';2
4;11;'2012-09-10 12:30:00';2
4;1;'2012-09-10 13:30:00';2
4;10;'2012-09-10 14:30:00';2
4;12;'2012-09-10 15:30:00';2
4;17;'2012-09-10 17:00:00';2
4;14;'2012-09-10 18:00:00';2
4;0;'2012-09-10 19:00:00';2
5;0;'2012-09-10 10:00:00';2
5;0;'2012-09-10 11:30:00';2
6;0;'2012-09-10 08:30:00';2
6;11;'2012-09-10 09:30:00';2
6;8;'2012-09-10 11:00:00';2
6;12;'2012-09-10 12:30:00';2
6;0;'2012-09-10 14:00:00';6
6;0;'2012-09-10 17:30:00';2
6;12;'2012-09-10 19:00:00';2
7;22;'2012-09-10 09:30:00';2
7;4;'2012-09-10 11:30:00';2
7;24;'2012-09-10 15:00:00';2
7;10;'2012-09-10 16:00:00';2
7;15;'2012-09-10 17:30:00';2
7;4;'2012-09-10 18:30:00';2
7;7;'2012-09-10 19:30:00';2
8;15;'2012-09-10 08:30:00';1
8;26;'2012-09-10 10:30:00';1
8;5;'2012-09-10 12:00:00';1
8;16;'2012-09-10 12:30:00';1
8;2;'2012-09-10 13:00:00';1
8;16;'2012-09-10 13:30:00';1
8;3;'2012-09-10 15:00:00';1
8;21;'2012-09-10 15:30:00';1
8;24;'2012-09-10 16:00:00';1
8;16;'2012-09-10 16:30:00';1
8;21;'2012-09-10 17:30:00';1
8;3;'2012-09-10 19:30:00';1
8;21;'2012-09-10 20:00:00';1
0;5;'2012-09-11 09:00:00';3
0;6;'2012-09-11 10:30:00';3
0;7;'2012-09-11 12:00:00';3
0;17;'2012-09-11 14:30:00';3
0;11;'2012-09-11 16:00:00';3
0;26;'2012-09-11 19:00:00';3
1;9;'2012-09-11 08:00:00';3
1;11;'2012-09-11 09:30:00';3
1;8;'2012-09-11 11:00:00';3
1;12;'2012-09-11 12:30:00';3
1;11;'2012-09-11 14:30:00';3
1;9;'2012-09-11 16:00:00';3
1;11;'2012-09-11 17:30:00';6
2;2;'2012-09-11 11:00:00';3
2;1;'2012-09-11 12:30:00';3
2;8;'2012-09-11 14:00:00';3
2;21;'2012-09-11 17:00:00';6
3;22;'2012-09-11 08:00:00';2
3;16;'2012-09-11 09:30:00';2
3;21;'2012-09-11 11:00:00';2
3;6;'2012-09-11 12:00:00';2
3;15;'2012-09-11 13:30:00';2
3;2;'2012-09-11 18:00:00';2
3;6;'2012-09-11 19:30:00';2
4;3;'2012-09-11 08:00:00';2
4;6;'2012-09-11 09:00:00';2
4;0;'2012-09-11 10:00:00';4
4;13;'2012-09-11 12:30:00';2
4;16;'2012-09-11 13:30:00';2
4;3;'2012-09-11 14:30:00';2
4;0;'2012-09-11 15:30:00';2
4;8;'2012-09-11 16:30:00';2
4;0;'2012-09-11 18:00:00';2
4;14;'2012-09-11 19:00:00';2
5;0;'2012-09-11 11:30:00';2
5;0;'2012-09-11 18:00:00';2
6;12;'2012-09-11 08:00:00';2
6;0;'2012-09-11 09:00:00';2
6;12;'2012-09-11 10:30:00';4
6;0;'2012-09-11 12:30:00';4
6;16;'2012-09-11 14:30:00';2
6;0;'2012-09-11 15:30:00';4
6;12;'2012-09-11 17:30:00';2
6;0;'2012-09-11 18:30:00';2
6;12;'2012-09-11 19:30:00';2
7;10;'2012-09-11 08:30:00';2
7;13;'2012-09-11 09:30:00';2
7;7;'2012-09-11 11:00:00';2
7;6;'2012-09-11 13:30:00';2
7;4;'2012-09-11 14:30:00';2
7;24;'2012-09-11 16:30:00';2
7;10;'2012-09-11 18:00:00';2
7;15;'2012-09-11 19:00:00';2
8;24;'2012-09-11 08:30:00';1
8;3;'2012-09-11 09:00:00';1
8;21;'2012-09-11 09:30:00';1
8;0;'2012-09-11 10:30:00';1
8;16;'2012-09-11 11:00:00';1
8;3;'2012-09-11 12:00:00';2
8;21;'2012-09-11 13:00:00';1
8;21;'2012-09-11 14:00:00';2
8;22;'2012-09-11 15:00:00';1
8;8;'2012-09-11 15:30:00';1
8;3;'2012-09-11 17:00:00';2
8;3;'2012-09-11 18:30:00';2
0;22;'2012-09-12 08:30:00';3
0;0;'2012-09-12 10:00:00';3
0;4;'2012-09-12 11:30:00';3
0;26;'2012-09-12 13:00:00';3
0;5;'2012-09-12 15:00:00';3
0;0;'2012-09-12 16:30:00';3
0;16;'2012-09-12 18:00:00';3
1;11;'2012-09-12 08:30:00';3
